,Unnamed: 0,Company,Job Title,Location,Job Type,Experience level,Salary,Requirment of the company 
1223,1300,EquipmentShare,Data Analyst,REMOTE; CHICAGO; DALLAS; PHOENIX; DENVER; ATLANTA,Full Time,Entry-level,39000.0,"Computer Science,Data analysis,Economics,Excel,Finance,Mathematics"
1224,1301,Docugami,ML Engineer,UNITED STATES,Full Time,Senior-level,131000.0,"Computer Science,Engineering,Machine Learning,ML models,NLP,Python"
1225,1302,Surprise.com,Data Scientist, UKRAINE - REMOTE,Full Time,Senior-level,129000.0,"A/B testing,Agile,CI/CD,Computer Science,Data visualization,Docker"
1226,1305,Instacart,Data Operations Manager, CA - REMOTE,Full Time,Senior-level,129000.0,"Agile,Architecture,AWS,Azure,BigQuery,Data Analytics"
1227,1306,PSI CRO,Data Manager,UNITED KINGDOM,Full Time,Senior-level,77000.0,"Biology,Data management,Oracle,Research,Testing"
1228,1307,DoorDash,Business Intelligence, WA; NEW YORK ,Full Time,Senior-level,142000.0,"APIs,Architecture,Business Intelligence,D3,Data Analytics,Databricks"
1229,1308,Bitquery,Data Quality Analyst/ Test Analyst, INDIA - REMOTE,Full Time,Mid-level,40000.0,"Agile,APIs,Big Data,Blockchain,Data quality,Data Warehousing"
1230,1309,Tesco Technology,Machine Learning Engineer,POLAND,Full Time,Senior-level,131000.0,"Architecture,Azure,Computer Vision,E-commerce,Engineering,Git"
1231,1310,Publicis Groupe,Data Architect,COLOMBIA,Full Time,Senior-level,135000.0,"Agile,APIs,Excel,GitHub,JSON,MS SQL"
1232,1311,Neo Financial,Senior Data Analytics Developer,CANADA,Full Time,Mid-level,56000.0,"Airflow,Architecture,AWS,Azure,Business Intelligence,CI/CD"
1233,1312,AVIV Group,Data Science Manager (m/f/d),GERMANY,Full Time,Senior-level,144000.0,"Computer Science,Data analysis,Data pipelines,Engineering,Machine Learning,Mathematics"
1234,1313,Vyro,Machine Learning Engineer,PAKISTAN,Full Time,Senior-level,131000.0,"AI art,Computer Science,Computer Vision,Content creation,Deep Learning,Engineering"
1235,1314,Moneyfarm,Data Engineer,ITALY,Full Time,All-Level,103000.0,"Architecture,AWS,Azure,BigQuery,Computer Science,Data pipelines"
1236,1315,Standard AI,Data Engineer,REMOTE - UNITED STATES,Full Time,Senior-level,165000.0,"Airflow,APIs,Architecture,BigQuery,CI/CD,Computer Vision"
1237,1316,Dropbox,Data Engineer,REMOTE - CANADA,Full Time,Senior-level,115000.0,"Architecture,Big Data,Computer Science,Data quality,Data warehouse,Engineering"
1238,1317,Lyra Health,Data Scientist,REMOTE,Full Time,All-Level,92000.0,"APIs,Data analysis,Econometrics,Engineering,JSON,Pipelines"
1239,1318,Appier,Data Analyst,"TAIWAN, PROVINCE OF CHINA",Internship,Entry-level,0.0,"Data analysis,Excel,Machine Learning,Python,R,R&D"
1240,1319,Shippeo,Data Engineer,FRANCE,Full Time,Senior-level,115000.0,"Airflow,Architecture,BigQuery,CI/CD,Computer Science,Data pipelines"
1241,1320,M-KOPA,Data Operations Analyst,KENYA,Full Time,All-Level,39000.0,"DataOps,Data quality,Excel,FinTech,KPIs,Looker"
1242,1321,Extreme Networks,Machine Learning Engineer,CANADA,Full Time,Senior-level,131000.0,"Classification,Computer Science,Deep Learning,Engineering,Machine Learning,ML models"
1243,1322,Sportradar,BI Analyst,GIBRALTAR,Full Time,Entry-level,48000.0,"Athena,Business Intelligence,Data Analytics,Data management,Excel,Power BI"
1244,1323,NielsenIQ,Associate Data Analytics Manager(CPG),UNITED STATES,Full Time,Mid-level,120000.0,"Business Intelligence,CX,Data analysis,Data Analytics,Genetics,Power BI"
1245,1325,Chainalysis,Data Analyst,CANADA,Full Time,Senior-level,92000.0,"A/B testing,Airflow,Architecture,AWS,Banking,Blockchain"
1246,1326,Northbeam,Data Scientist,UNITED STATES,Full Time,Mid-level,60000.0,"E-commerce,Engineering,JAX,Machine Learning,PhD,Privacy"
1247,1327,Publicis Groupe,Data Engineer,UNITED STATES,Full Time,Senior-level,129000.0,"Agile,Ansible,Architecture,Azure,CI/CD,Computer Science"
1248,1328,LivePerson,Database Engineer(Elasticsearch/ OpenSearch),INDIA- REMOTE,Full Time,Senior-level,49000.0,"Ansible,Architecture,CI/CD,DevOps,Docker,Elasticsearch"
1249,1330,Teramind,Data Scientist, CANADA - REMOTE,Full Time,Mid-level,60000.0,"Biology,Computer Science,Data analysis,Deep Learning,Engineering,Machine Learning"
1250,1331,Facet,Machine Learning Engineer,SAN FRANCISCO (OR REMOTE),Full Time,Senior-level,62000.0,"Classification,Computer Vision,Deep Learning,Engineering,Generative modeling,Machine Learning"
1251,1333,Palo Alto Networks,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,166000.0,"Computer Science,Data Analytics,Deep Learning,Engineering,LLMs,Machine Learning"
1252,1334,Inmarsat,Data Engineer,UNITED KINGDOM,Full Time,Senior-level,115000.0,"Airflow,Data management,Data pipelines,Data quality,Distributed Systems,Docker"
1253,1335,"8x8, Inc.",BI Development Lead - India,INDIA,Full Time,Senior-level,55000.0,"Agile,Business Intelligence,Computer Science,CX,Data governance,Data warehouse"
1254,1336,Visa,Business Analyst,UNITED STATES,Full Time,Senior-level,69000.0,"Computer Science,Data Analytics,Economics,Excel,Finance,PhD"
1255,1337,Neo Financial,Data Engineer,CANADA,Full Time,Mid-level,73000.0,"Airflow,Architecture,AWS,Azure,CI/CD,Databricks"
1256,1338,Believe,Data Engineer,FRANCE,Full Time,Entry-level,59000.0,"Agile,Airflow,APIs,AWS,Databricks,Data pipelines"
1257,1339,Standard Bank Group,"Manager, Internal Audit - Lending Products, Credit and Models (CHNW)",SOUTH AFRICA,Full Time,Entry-level,30000.0,"Credit risk,Mathematics,Statistics,Testing"
1258,1341,Publicis Groupe,"Manager, Data Science",UNITED STATES,Full Time,Executive-level,81000.0,"Bayesian,Big Data,Data Analytics,Data management,Data Mining,DataRobot"
1259,1342,Oportun,Data Scientist,REMOTE US,Full Time,Senior-level,90000.0,"Agile,AWS,Banking,Big Data,Computer Science,CX"
1260,1343,Publicis Groupe,Data Engineer,UNITED STATES,Full Time,Mid-level,106000.0,"AWS,Azure,Computer Science,Data management,Data pipelines,Data visualization"
1261,1344,Cowbell,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"APIs,Architecture,AWS,Azure,Big Data,Computer Science"
1262,1346,HolonIQ,Data Analyst,SRI LANKA,Full Time,Mid-level,65000.0,"Data management,Market research,Research,Security"
1263,1347,SGS,Data Analyst,UNITED STATES,Full Time,Senior-level,75000.0,"Data Analytics,Data management,Excel,Genetics,Power BI,Privacy"
1264,1348,Experfy Inc,BI Developer,UNITED STATES,Full Time,Mid-level,56000.0,"AWS,Azure,Big Data,Computer Science,Data analysis,Data visualization"
1265,1349,RVO Health,Data Analyst,REMOTE- US,Full Time,Senior-level,75000.0,"Big Data,Data visualization,Power BI,Privacy,SQL"
1266,1350,Simple Machines,Data Engineer,AUSTRALIA,Full Time,Mid-level,73000.0,"Athena,Avro,AWS,Azure,Big Data,BigQuery"
1267,1351,Definitive Logic,Data Engineer,LATVIA,Full Time,Senior-level,115000.0,"Architecture,Consulting,Consulting firm,Data pipelines,Data quality,Data visualization"
1268,1352,Snorkel AI,Senior AI/ML Consultant (Federal),REMOTE,Full Time,Senior-level,110000.0,"Chatbots,Computer Science,Consulting,Data pipelines,Engineering,Genetics"
1269,1353,Amazon.com,"Quality Assurance Engineer, Data Center Engineering",UNITED STATES,Full Time,All-Level,63000.0,"Architecture,Engineering,Security,SharePoint"
1270,1354,ABOUT YOU SE & Co. KG,Data Engineer,GERMANY,Full Time,Senior-level,62000.0,"AWS,Data pipelines,Data warehouse,DevOps,ELT,Engineering"
1271,1355,ABOUT YOU SE & Co. KG,Data Engineer,GERMANY,Full Time,Senior-level,62000.0,"AWS,Data pipelines,Data warehouse,DevOps,E-commerce,ELT"
1272,1356,ProducePay,Data Scientist,UNITED STATES - REMOTE,Full Time,Mid-level,60000.0,"A/B testing,Causal inference,Data Mining,Engineering,Machine Learning,MLOps"
1273,1357,Wish,"Staff Software Engineer, Data Storage",UNITED STATES,Full Time,Senior-level,163000.0,"Architecture,AWS,Cassandra,Computer Science,Distributed Systems,Docker"
1274,1358,Pleo,Senior Analytics Engineer,SWEDEN,Full Time,Senior-level,110000.0,"Banking,BigQuery,Data analysis,Data quality,Engineering,Finance"
1275,1359,Aledade,Data Analyst,"MOLDOVA, REPUBLIC OF",Full Time,All-Level,80000.0,"Data quality,Finance,Privacy,Research,SQL"
1276,1360,Brightspeed,Business Intelligence,UNITED STATES,Full Time,Senior-level,69000.0,"Agile,BigQuery,Business Intelligence,Computer Science,CX,Economics"
1277,1361,Firework,Machine Learning Engineer, REMOTE,Internship,Entry-level,0.0,"AWS,Caffe,CI/CD,Computer Science,Databricks,Deep Learning"
1278,1362,Mujin Inc,"Senior Computer Vision Developer (C++, Python)",JAPAN,Full Time,Senior-level,55000.0,"Computer Science,Computer Vision,Industrial,Machine Learning,Open Source,Python"
1279,1363,Procore Technologies,Data Scientist,CANADA,Full Time,Senior-level,129000.0,"Classification,Engineering,Machine Learning,ML models,Python,Security"
1280,1364,Attractions.io,Data Engineer, UNITED KINGDOM - REMOTE,Full Time,Mid-level,73000.0,"Agile,APIs,Architecture,Athena,AWS,CI/CD"
1281,1365,Purple Carrot,Data Analyst, UNITED STATES - REMOTE,Full Time,Senior-level,92000.0,"BigQuery,Data analysis,Data quality,Engineering,FiveTran,Genetics"
1282,1366,Fannie Mae,Business Intelligence,UNITED STATES,Full Time,All-Level,96000.0,"Azure,BigQuery,Business Intelligence,Classification,Data visualization,Data warehouse"
1283,1367,AETOS,Business Intelligence,UNITED STATES,Full Time,Senior-level,69000.0,"Architecture,AWS,Azure,BigQuery,Business Intelligence,Computer Science"
1284,1368,CapTech Consulting,Data Architect,UNITED STATES,Full Time,Senior-level,135000.0,"Airflow,Architecture,AWS,Azure,Consulting,Databricks"
1285,1369,Zscaler,Data Scientist,UNITED STATES,Internship,Entry-level,0.0,"Agile,Architecture,AWS,Azure,Classification,Computer Science"
1286,1372,Bosch Group,Data Scientist,GERMANY,Full Time,Senior-level,92000.0,"Big Data,Data Analytics,Machine Learning"
1287,1373,RoomRaccoon,Data Engineer,SOUTH AFRICA,Full Time,Mid-level,73000.0,"A/B testing,Architecture,Computer Science,Data analysis,Linux,Mathematics"
1288,1374,Eurofins,Data Scientist,UNITED STATES,Full Time,Entry-level,44000.0,"Chemistry,Testing"
1289,1375,Tul,Insights & Data Specialist (Growth),MEXICO,Full Time,Senior-level,70000.0,"A/B testing,Excel,Power BI,Python,QlikView,R"
1290,1376,Meritis,Data Scientist,FRANCE,Full Time,Entry-level,40000.0,"Agile,DevOps,Engineering,Finance"
1291,1377,NielsenIQ,Data Analyst,INDIA,Full Time,Senior-level,92000.0,"Azure,Big Data,Business Intelligence,Data analysis,Databricks,Econometrics"
1292,1378,CCRi,Project Manager: Customer Outreach (Data Science),UNITED STATES,Full Time,Mid-level,100000.0,"Agile,AWS,Azure,Computer Vision,Jira,Kanban"
1293,1379,Wizard,Data Engineer,REMOTE - USA,Full Time,Senior-level,193000.0,"AWS,Azure,Bitbucket,Cassandra,Computer Science,Databricks"
1294,1380,Lynx Analytics,Data Scientist,HUNGARY,Full Time,Senior-level,129000.0,"Computer Science,Data analysis,Data Mining,Data visualization,Economics,Engineering"
1295,1381,Verily,Data Manager,CANADA,Full Time,All-Level,109000.0,"Computer Science,Data management,Data quality,GCP,Python,R"
1296,1383,Block,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,131000.0,"Banking,Blockchain,Computer Science,Crypto,Engineering,Finance"
1297,1384,iwoca,Data Scientist,UNITED KINGDOM,Full Time,Mid-level,60000.0,"Bayesian,Engineering,Machine Learning,Matlab,NumPy,Pandas"
1298,1385,Lightspeed Commerce,Data Analyst,PHILIPPINES,Full Time,Senior-level,92000.0,"Business Intelligence,Data visualization,Excel,Looker,Machine Learning,Power BI"
1299,1386,Columbia University,"Pre-College Instructor, Big Data, Machine Learning & their Real World Applications (On-Campus) Summer 2023",UNITED STATES,Full Time,Entry-level,44000.0,"Big Data,Machine Learning,Teaching"
1300,1387,Audiokinetic,Data Scientist,CANADA,Full Time,Mid-level,60000.0,"APIs,AWS,Business Intelligence,Clustering,Data governance,Data management"
1301,1388,Octopus Energy,Data Analyst,UGANDA,Full Time,Entry-level,48000.0,"Jupyter,Pandas,Python,SQL,Tableau"
1302,1389,Roblox,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,218000.0,"ASR,Computer Vision,Data pipelines,Deep Learning,Engineering,Genetics"
1303,1390,Attractions.io,Data Scientist, UNITED KINGDOM - REMOTE,Full Time,Mid-level,60000.0,"AWS,Computer Science,Data analysis,Engineering,Machine Learning,Mathematics"
1304,1391,Checkout.com,Data Engineer,UNITED KINGDOM,Full Time,Senior-level,62000.0,"Architecture,AWS,CI/CD,Data Analytics,Docker,ECS"
1305,1392,NielsenIQ,"Senior Manager, Data Science",MALAYSIA,Full Time,Senior-level,55000.0,"Business Intelligence,Data analysis,Data visualization,E-commerce,Finance,Genetics"
1306,1393,Enigma,"Staff Engineer, Data Infrastructure",NEW YORK CITY OR REMOTE,Full Time,Senior-level,180000.0,"Databricks,Engineering,Spark,Testing"
1307,1394,Bionic Services Ltd,Data Engineer,UNITED KINGDOM,Full Time,Mid-level,73000.0,"Agile,Architecture,AWS,Azure,Data warehouse,Data Warehousing"
1308,1396,Amazon.com,"Principal Applied Scientist, SPeXSci",UNITED STATES,Full Time,Senior-level,159000.0,"AWS,Computer Vision,Data analysis,Deep Learning,Economics,Engineering"
1309,1397,Airbnb,Data Engineer,REMOTE,Full Time,Senior-level,200000.0,"Data governance,Data management,Data quality,Data Warehousing,Engineering,ETL"
1310,1398,3Pillar Global,Data Engineer,ROMANIA,Full Time,Senior-level,115000.0,"Agile,Athena,AWS,Big Data,Data governance,Data Warehousing"
1311,1400,Nextdoor,Head of Data Science and Analytics,CANADA,Full Time,Executive-level,230000.0,"Big Data,Computer Science,Data governance,Data management,Data quality,Data visualization"
1312,1401,dentsu international,Modelling / Data Science - Lead Analyst - Analytics,INDIA,Full Time,Senior-level,55000.0,"Business Intelligence,Computer Science,Consulting,CX,Data analysis,Data Analytics"
1313,1403,Hello Heart,Data Science Team Lead,ISRAEL,Full Time,Senior-level,55000.0,"Agile,AWS,Azure,Computer Science,Engineering,GCP"
1314,1405,Plantix,Machine Learning Engineer,REMOTE JOB,Full Time,Senior-level,131000.0,"Computer Science,Data analysis,Machine Learning,ML models,Research"
1315,1407,Statkraft,Data Scientist,UNITED STATES,Full Time,Entry-level,40000.0,"Ansible,Architecture,AWS,Azure,CI/CD,Computer Science"
1316,1408,Renaissance,Data Integration Support Representative,REMOTE,Full Time,Entry-level,40000.0,"Computer Science,CSV,RDBMS,SQL,Statistics"
1317,1409,NielsenIQ,BI Developer,UNITED STATES,Full Time,Senior-level,69000.0,"Big Data,Business Intelligence,Data analysis,Data visualization,Economics,Engineering"
1318,1410,Framestore,Head of DataOps & Render Support,INDIA,Full Time,Executive-level,102000.0,"Data analysis,Data management,DataOps,Jira,Linux,Python"
1319,1411,lastminute.com,Frontend Developer (Chatbot),SWITZERLAND,Full Time,All-Level,51000.0,"APIs,Chatbots,JavaScript,NLP,Node.js"
1320,1414,Imagine.io,Machine Learning Engineer, INDIA - REMOTE,Full Time,Mid-level,40000.0,"3D graphics,Computer Science,Computer Vision,Content creation,Deep Learning,Engineering"
1321,1416,"AppZen, Inc.",Data Engineer,PUNE,Full Time,Senior-level,115000.0,"Airflow,AWS,Computer Science,Data pipelines,Data visualization,Data Warehousing"
1322,1417,Meritis,Data Engineer,FRANCE,Full Time,All-Level,96000.0,"Agile,Big Data,DevOps,Engineering,Finance,Hadoop"
1323,1418,Verisk,Data Engineer,NEPAL,Full Time,Senior-level,115000.0,"Agile,AWS,Big Data,Computer Science,Data analysis,Data governance"
1324,1419,CapTech Consulting,Data Architect,UNITED STATES,Full Time,Senior-level,135000.0,"Airflow,Architecture,AWS,Azure,Consulting,Databricks"
1325,1420,Standard Bank Group,Data Scientist,SOUTH AFRICA,Full Time,Entry-level,40000.0,"Clustering,Data Analytics,Data Mining,Machine Learning,Mathematics,ML models"
1326,1421,Marley Spoon,Data Analyst, PORTUGAL - REMOTE,Full Time,Mid-level,65000.0,"A/B testing,Amplitude,Data Analytics,Economics,Looker,Mathematics"
1327,1423,CGG,Seismic Imaging Analyst,UNITED STATES,Full Time,Entry-level,85000.0,"Data analysis,Data visualization,Engineering,Mathematics,PhD,Physics"
1328,1424,Aurora Innovation,"Staff Software Engineer, Datasets and ML infrastructure",UNITED STATES,Full Time,Senior-level,168000.0,"APIs,Autonomous Driving,AWS,Azure,Computer Science,Computer Vision"
1329,1425,Tubi,Data Scientist, CA; REMOTE,Full Time,Senior-level,134000.0,"A/B testing,Engineering,Machine Learning,ML models,Python,R"
1330,1426,Nine,Data Analytics and Insights Analyst,AUSTRALIA,Full Time,Senior-level,55000.0,"A/B testing,BigQuery,Data Analytics,E-commerce,SQL,Streaming"
1331,1427,dentsu international,Data Engineer,CZECHIA,Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,Azure,Big Data"
1332,1428,NielsenIQ,Business Intelligence,UNITED STATES,Full Time,Mid-level,60000.0,"Business Intelligence,Consulting,Excel,Genetics,Power BI,Robotics"
1333,1430,Celonis,Front End Developer Angular (AI/ML),SPAIN,Full Time,Senior-level,62000.0,"Angular,Architecture,Big Data,CI/CD,Computer Science,CX"
1334,1432,Intevity,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Consulting,EC2,Engineering"
1335,1433,Veeva Systems,Data Product Manager - SafeMine Cloud,ISRAEL - KIRYAT ONO,Full Time,All-Level,50000.0,"Agile,Architecture,Big Data,DataOps,Data pipelines,Data quality"
1336,1434,Block,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"APIs,AWS,Banking,Blockchain,Crypto,Data governance"
1337,1435,Genetec,Business Intelligence,CANADA,Full Time,Mid-level,56000.0,"Architecture,Azure,Big Data,Business Intelligence,Data quality,Data warehouse"
1338,1436,Coupang,"Security Engineer, Data Security","KOREA, REPUBLIC OF",Full Time,All-Level,50000.0,"Python,SDL,Security"
1339,1437,OUTsurance,Data Engineer,SOUTH AFRICA,Full Time,All-Level,96000.0,"Airflow,Ansible,AWS,Azure,Computer Science,Databricks"
1340,1438,Western Digital,Data Analyst,ISRAEL,Full Time,Senior-level,50000.0,"Architecture,Data analysis,Data visualization,EDA,Engineering,Industrial"
1341,1439,OpenAI,"Software Engineer, ChatGPT Product Backend",UNITED STATES,Full Time,Senior-level,69000.0,"ChatGPT,GPT,LLMs,OpenAI,Privacy,Research"
1342,1441,Dream Sports,Data Analyst,MUMBAI,Full Time,Entry-level,48000.0,"Architecture,AWS,Cassandra,Distributed Systems,Kafka,Looker"
1343,1442,Rest,Information Security & Data Management Trainer,AUSTRALIA,Full Time,Executive-level,65000.0,"Computer Science,Data management,Security"
1344,1444,Believe,Data Analyst,FRANCE,Full Time,Entry-level,48000.0,"Power BI,Vue"
1345,1447,Amazon.com,"Electrical Design Engineer, Data Center Design Engineering",UNITED STATES,Full Time,Senior-level,69000.0,"AWS,Engineering,Industrial,Research"
1346,1448,Publicis Groupe,BI Developer,UNITED STATES,Full Time,Senior-level,69000.0,"Agile,Architecture,Business Intelligence,Data analysis,Data visualization,Data Warehousing"
1347,1449,Publicis Groupe,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Agile,APIs,Architecture,AWS,CI/CD,Data analysis"
1348,1450,Block,"Senior Product Manager, Data Infrastructure",UNITED STATES,Full Time,Senior-level,142000.0,"Banking,Blockchain,Crypto,Data pipelines,Engineering,Machine Learning"
1349,1451,Meritis,Développeur.se Big Data (F/H),FRANCE,Full Time,Senior-level,62000.0,"Agile,Architecture,Big Data,DevOps,Engineering,Finance"
1350,1452,Block,Machine Learning Engineer,UNITED STATES,Internship,Entry-level,0.0,"Architecture,AWS,Banking,Blockchain,Computer Science,Crypto"
1351,1453,Hubtype,Data Scientist, SPAIN - REMOTE,Full Time,Mid-level,60000.0,"Chatbots,Data Mining,ETL,Excel,JavaScript,SAS"
1352,1454,Amazon.com,Data Scientist,ROMANIA,Full Time,Senior-level,129000.0,"Big Data,Classification,Computer Science,Computer Vision,CX,Data analysis"
1353,1455,Halvik,Data Architect,REMOTE,Full Time,Senior-level,135000.0,"AWS,Azure,Big Data,CI/CD,Databricks,Data pipelines"
1354,1456,PartnerRe,Data Analyst,IRELAND,Full Time,All-Level,80000.0,"DataOps,Data quality,Excel,R"
1355,1457,PSI CRO,Data Manager,HUNGARY,Full Time,Entry-level,39000.0,"Data management,Oracle,Research,Testing"
1356,1458,Vericast,Staff Software Engineer II-Big Data (REMOTE),UNITED STATES,Full Time,Senior-level,145000.0,"Agile,Big Data,Computer Science,Engineering,Hadoop,Kafka"
1357,1459,Qualtrics,Applied Scientist - Reinforcement Learning and Foundation Models,UNITED STATES,Full Time,Senior-level,133000.0,"Agile,Computer Science,Conversational AI,Deep Learning,EMNLP,ICLR"
1358,1460,CLEAR,Data Engineer, UNITED STATES (HYBRID),Full Time,Senior-level,225000.0,"Airflow,Business Intelligence,Dagster,Data governance,Engineering,Kafka"
1359,1461,OpenAI,"Software Engineer, ChatGPT Product Development",UNITED STATES,Full Time,Senior-level,69000.0,"ChatGPT,Engineering,GPT,JavaScript,LLMs,Machine Learning"
1360,1462,NBCUniversal,Data Scientist,UNITED STATES,Full Time,Executive-level,185000.0,"Airflow,Architecture,AWS,Computer Science,Computer Vision,Conversational AI"
1361,1463,Visa,Data Engineer,INDIA,Full Time,Senior-level,55000.0,"Architecture,Big Data,Computer Science,Engineering,Hadoop,Kafka"
1362,1464,Lyft,Data Scientist,CZECHIA,Full Time,Senior-level,129000.0,"Economics,Engineering,Mathematics,Python,R,Research"
1363,1465,YouGov,Data Analyst,INDIA,Full Time,Entry-level,48000.0,"Excel,Market research,Privacy,Research,Statistics"
1364,1466,Vivid Seats,Data Engineer,ISRAEL,Full Time,Mid-level,103000.0,"Airflow,AWS,DataOps,Data Warehousing,Engineering,ETL"
1365,1467,CITECH,Ingénieur Data / Power BI (H/F),FRANCE,Full Time,Senior-level,60000.0,"Azure,Data Analytics,KPIs,PostgreSQL,Power BI,Python"
1366,1468,Feefo Holdings Ltd,Data Analyst,UNITED KINGDOM,Internship,Entry-level,0.0,"Classification,Computer Science,Economics,Excel,Finance,Mathematics"
1367,1469,Mondia Group,Data Engineer,EGYPT,Full Time,Mid-level,73000.0,"Airflow,Architecture,AWS,BigQuery,Computer Science,Dataflow"
1368,1470,"Fastly, Inc.",Data Analyst,COLOMBIA,Full Time,Senior-level,113000.0,"Agile,APIs,Business Analytics,Business Intelligence,Computer Science,Data governance"
1369,1471,Argyle,Data Quality QA Engineer,REMOTE,Full Time,Entry-level,50000.0,"APIs,Data analysis,Data Analytics,Data management,Data quality,Data strategy"
1370,1472,Airtable,Data Scientist, CA; LOS ,Full Time,Senior-level,184000.0,"Airtable,KPIs,Privacy,Python,R,SQL"
1371,1473,Clear Street Markets,Business Analyst,UNITED STATES,Full Time,Senior-level,70000.0,"APIs,Data Analytics,Data warehouse,Data Warehousing,Engineering,Excel"
1372,1474,Strive Health,"Sr. Director, Data Science", CO (REMOTE),Full Time,Senior-level,147000.0,"Machine Learning,MLOps,OKR,Statistics,Testing"
1373,1475,TripAdvisor,Machine Learning Scientist II, PORTUGAL (REMOTE / HYBRID),Full Time,Senior-level,129000.0,"Big Data,Computer Science,CX,Engineering,ETL,Machine Learning"
1374,1476,Tesco Bengaluru,Business Intelligence,INDIA,Full Time,Senior-level,55000.0,"Business Intelligence,CX,Data Warehousing,Engineering,Excel,Finance"
1375,1477,Cruise LLC,"Staff Software Engineer, Machine Learning Infrastructure",CANADA,Full Time,Senior-level,193000.0,"Big Data,Computer Science,Data Mining,Drivers license,Engineering,Golang"
1376,1478,TetraScience,Data Engineer,UNITED STATES - REMOTE,Full Time,Mid-level,73000.0,"Agile,AWS,Data quality,EC2,Engineering,Excel"
1377,1479,ServiceNow,Machine Learning Engineer,INDIA,Full Time,Senior-level,131000.0,"Machine Learning,OOP,PhD,Python,Research,Testing"
1378,1480,Amazon.com,Business Intelligence,UNITED STATES,Full Time,Senior-level,104000.0,"Architecture,AWS,Business Intelligence,Data Mining,Data pipelines,Data visualization"
1379,1481,Drest,Business Intelligence,UNITED KINGDOM,Full Time,Mid-level,51000.0,"Business Intelligence,Computer Science,Data analysis,Data Analytics,Data quality,Data visualization"
1380,1482,Amazon.com,Data Analyst,JAPAN,Full Time,Senior-level,92000.0,"AWS,ETL,SQL"
1381,1483,ConsumerAffairs,Research Analyst, UNITED STATES - REMOTE,Full Time,Mid-level,51000.0,"Business Intelligence,Content creation,Data analysis,Data visualization,Excel,Genetics"
1382,1484,Wise Technical Ltd,Power BI Specialist,UNITED KINGDOM,Full Time,Mid-level,51000.0,"Computer Science,Data visualization,Data Warehousing,Power BI,Python,R"
1383,1485,Visa,Data Science Manager,BRAZIL,Full Time,Senior-level,144000.0,"Banking,Big Data,Classification,Clustering,Computer Science,Data Mining"
1384,1486,Roblox,Data Scientist,UNITED STATES,Full Time,Senior-level,253000.0,"A/B testing,Big Data,Causal inference,Computer Science,Data Mining,Economics"
1385,1487,Lemonade Finance,Business Intelligence,NIGERIA,Full Time,Senior-level,69000.0,"Architecture,Banking,BigQuery,Business Intelligence,Computer Science,Data governance"
1386,1488,Netcentric,Digital Analytics Engineer,GERMANY,Full Time,Senior-level,110000.0,"Consulting,GCP,Google Cloud,Looker,Power BI,Privacy"
1387,1489,Verisk,Data Engineer,UNITED KINGDOM,Full Time,Senior-level,115000.0,"APIs,AWS,Data analysis,Data Analytics,Data governance,Data management"
1388,1490,Block,Data Analyst,UNITED STATES,Full Time,Senior-level,85000.0,"Banking,Blockchain,Computer Science,Crypto,Data analysis,Data visualization"
1389,1491,NielsenIQ,Business Intelligence,UNITED STATES,Full Time,Entry-level,44000.0,"Business Intelligence,Excel,Finance,Genetics"
1390,1492,AllTrails,Data Engineer,SAN FRANCISCO,Full Time,Senior-level,115000.0,"Airflow,AWS,BigQuery,CI/CD,CUDA,Dataflow"
1391,1493,Synthego,Data Scientist,CANADA,Full Time,Senior-level,129000.0,"Biochemistry,Biology,Data Mining,Data visualization,Economics,Engineering"
1392,1494,Vosker,Data Analyst,CANADA,Full Time,All-Level,80000.0,"Data management,Mathematics,SQL,Statistics"
1393,1495,EUROPEAN DYNAMICS,Data Visualization Specialist, SPAIN - REMOTE,Full Time,Mid-level,45000.0,"Agile,Azure,Data analysis,Data visualization,DevOps,Jira"
1394,1496,ALTEN,Data Engineer,MOROCCO,Full Time,Entry-level,59000.0,"Architecture,Avro,Big Data,Cassandra,CI/CD,Docker"
1395,1497,EquipmentShare,Data Scientist,UNITED STATES,Full Time,Senior-level,129000.0,"Computer Science,Industrial,Machine Learning,Research,Statistics"
1396,1498,Visa,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Architecture,Data visualization,PhD,Python,Scala,Testing"
1397,1499,Databricks,Data Scientist,INDIA,Full Time,Senior-level,55000.0,"CX,Databricks,Engineering,Excel,Industrial,Machine Learning"
1398,1500,Bosch Group,Robotics Software Developer (multiple positions) - [BGSW],POLAND,Full Time,All-Level,56000.0,"Architecture,CI/CD,Docker,Engineering,Git,Lidar"
1399,1501,Adevinta,Data Engineer,NETHERLANDS,Full Time,Senior-level,62000.0,"Agile,APIs,Architecture,AWS,Azure,Big Data"
